,e1100004418,e1100004419,e1100004421,e1100004422,e1100004425,e1100004426,e1100004430,e1100004431,e1100004433,e1100004434,e1100004435,e1100004436,e1100004439,e1100004442,e1100004443,e1100004444,e1100004445,e1100004446,e1100004451,e1100004452,e1100004453,e1100004454,e1100004455,e1100004458,e1100004460,e1100004465,e1100004467,e1100004468,e1100004469,e1100004470,e1100004472,e1100004475,e1100004476,e1100004477,e1100004481,e1100004484,e1100004487,e1100004489,e1100004492,e1100004494,e1100004495,e1100004496,e1100004497,e1100004501,e1100004502,e1100004503,e1100004507,e1100004508,e1100004509,e1100004510,e1100004511,e1100004514,e1100004518,e1100004519,e1100004520,e1100004524,e1100004525,e1100004526,e1100004527,e1100004529,e1100004531,e1100004532,e1100004534,e1100004536,e1100004537,e1100004538,e1100004539,e1100004540,e1100004544,e1100004547,e1100004548,e1100004549,e1100004550,e1100004552,e1100004557,e1100004558,e1100004559,e1100004560,e1100004561,e1100004563,e1100004567,e1100004568,e1100004569,e1100004571,e1100004572,e1100004573,e1100004574,e1100004578,e1100004579,e1100004580,e1100004581,e1100004582,e1100004583,e1100004585,e1100004588,e1100004592,e1100004593,e1100004594,e1100004595,e1100004597,e1100004599,e1100004601,e1100004603,e1100004605,e1100004611,e1100004612,e1100004614,e1100004618,e1100004619,e1100004622,e1100004623,e1100004624,e1100004626,e1100004630,e1100004631,e1100004634,e1100004635,e1100004636,e1100004638,e1100004642,e1100004643,e1100004646,e1100004647,e1100004648,e1100004650,e1100004654,e1100004655,e1100004658,e1100004659,e1100004660,e1100004661,e1100004662,e1100004666,e1100004667,e1100004670,e1100004671,e1100004672,e1100004673,e1100004674,e1100004676,e1100004677,e1100004678,e1100004679,e1100004681,e1100004683,e1100004685,e1100004688,e1100004689,e1100004690,e1100004691,e1100004693,e1100004695,e1100004697,e1100004701,e1100004702,e1100004703,e1100034946,e1100034947,e1100034958,e1100034959,e1100034970,e1100034971,e1100034983,e1100034988,e1100034995,e1100035000,e1100035006,e1100035007,e1100035012
e1100004659,0.39373,1.58148,1.90312,1.78061,0.39373,1.66386,0.37669,1.58538,1.17666,1.77665,1.77666,2.15067,1.1218,1.7747,1.77274,1.17436,1.57954,1.17435,1.74156,1.73721,1.7747,1.78059,1.17435,1.17435,2.15067,1.7806,1.17436,1.90312,1.58148,1.17435,2.14803,1.66235,1.73938,1.58148,1.17666,0.38717,2.1711,0.39373,1.90312,1.17205,2.15067,0.39576,1.66386,0.39373,1.58937,2.20972,1.54485,0.38717,1.66386,2.16839,0.37809,0.37809,1.66108,1.54468,1.11693,1.5424,2.1684,0.29991,2.16839,1.66108,2.17106,1.11693,2.1533,2.17642,0.37809,0.29991,1.1145,1.66108,1.11693,2.15679,2.17642,0.30142,2.16841,1.66108,1.13157,2.21498,2.15679,2.17642,0.01456,1.66108,2.16839,1.12667,1.12181,2.15679,2.17642,0.30312,1.66235,2.16839,2.1684,1.12668,1.13155,2.1533,1.55471,0.07581,1.66439,1.12425,2.1533,2.1533,1.56701,0.00414,1.66108,1.66108,1.11693,2.21235,0.26869,2.17104,0.37398,2.15068,1.89358,2.22527,0.27502,2.1684,0.37398,2.15068,1.89358,0.3759,0.3704,2.16839,0.01665,1.54485,1.54485,0.36164,0.36385,0.37809,0.37604,0.39373,1.54485,0.37161,0,0.37604,1.75163,0.01464,2.15067,1.5473,0.39331,1.75163,0.38015,2.16839,0.3781,2.17105,1.54485,1.54485,1.54485,2.22527,0.0637,2.1684,0.28734,0.39373,1.54485,2.15067,2.22527,0.37604,2.16839,0.08116,1.89358,0.3681,1.1145,2.1684,0.05865,1.75163,1.75163,1.75163,2.16839,1.88414,1.54468,1.89835,0.37809,1.54468,1.88649
e1100004660,0.19489,1.49237,1.81401,1.69149,0.19489,1.57475,0.28758,1.49626,1.08754,1.68753,1.68755,2.06156,1.03269,1.68558,1.68362,1.08524,1.49042,1.08524,1.65244,1.64809,1.68558,1.69148,1.08524,1.08524,2.06156,1.69148,1.08524,1.81401,1.49237,1.08524,2.05892,1.57323,1.65026,1.49237,1.08754,0.18833,2.08199,0.19489,1.81401,1.08293,2.06156,0.19692,1.57475,0.19489,1.50025,2.12061,1.45573,0.18833,1.57475,2.07928,0.00205,0.00206,1.57196,1.45556,1.02782,1.45328,2.07928,0.24801,2.07927,1.57196,2.08195,1.02782,2.06419,2.0873,0.00206,0.24801,1.02539,1.57197,1.02782,2.06767,2.0873,0.24953,2.07929,1.57196,1.04245,2.12587,2.06767,2.0873,0.37409,1.57197,2.07928,1.03756,1.03269,2.06767,2.0873,0.25122,1.57323,2.07928,2.07928,1.03757,1.04244,2.06419,1.4656,0.39857,1.57527,1.03514,2.06419,2.06419,1.47789,0.37191,1.57196,1.57196,1.02782,2.12323,0.21679,2.08193,0.00206,2.06156,1.80447,2.13616,0.22313,2.07928,0.00206,2.06156,1.80447,0.17706,0.17156,2.07927,0.36195,1.45574,1.45574,0.27252,0.27473,0.00206,0,0.19489,1.45574,0.17278,0.37604,0,1.66251,0.3824,2.06156,1.45818,0.19448,1.66251,0.00411,2.07927,0.00206,2.08193,1.45574,1.45574,1.45574,2.13616,0.38647,2.07928,0.23544,0.19489,1.45574,2.06155,2.13616,0,2.07928,0.37323,1.80447,0.27898,1.02539,2.07928,0.38142,1.66251,1.66251,1.66251,2.07927,1.79502,1.45556,1.80924,0.00206,1.45556,1.79737
e1100004661,1.6802,1.26325,2.06102,0.92381,1.6802,1.92115,1.59754,1.26714,1.92091,0.91985,0.91986,2.30856,1.86605,0.9179,0.91593,1.91861,1.26131,1.9186,0.10752,0.10317,0.9179,0.92379,1.9186,1.9186,2.30857,0.92379,1.91861,2.06102,1.26325,1.9186,2.30593,0.37888,0.10534,1.26325,1.92091,1.67364,2.32899,1.6802,2.06102,1.9163,2.30857,1.68223,1.92115,1.6802,1.27113,2.36762,1.80214,1.67364,1.92115,2.32629,1.66456,1.66456,0.3776,0.9208,1.86118,1.79969,2.32629,1.6236,2.32628,0.37761,2.32895,1.86118,2.3112,2.33431,1.66456,1.6236,1.85875,0.37761,1.86118,2.31468,2.33431,1.62511,2.3263,0.37761,1.87582,2.37288,2.31468,2.33431,1.74968,0.37761,2.32629,1.87092,1.86606,2.31468,2.33431,1.62681,0.37888,2.32628,2.32629,1.87093,1.8758,2.3112,1.812,1.77416,0.38092,1.8685,2.31119,2.3112,1.8243,1.74749,0.37761,0.37761,1.86118,2.37024,1.59238,2.32894,1.66046,2.30857,2.05148,2.38317,1.59872,2.32629,1.66046,2.30857,2.05148,1.66237,1.65687,2.32628,1.73754,1.80214,1.80214,1.58248,1.58469,1.66456,1.66251,1.6802,1.80215,1.65809,1.75163,1.66251,0,1.75799,2.30857,1.80459,1.67979,0.00001,1.66662,2.32628,1.66457,2.32894,1.80214,1.80215,1.80214,2.38317,1.76206,2.32629,1.61103,1.6802,1.80214,2.30856,2.38317,1.66251,2.32629,1.74882,2.05148,1.58894,1.85875,2.32629,1.75701,0.00001,0,0,2.32628,2.04203,0.9208,2.05625,1.66456,0.9208,2.04438
e1100004662,0.40009,1.58785,1.90949,1.78697,0.40009,1.67022,0.38305,1.59174,1.18302,1.78301,1.78303,2.15703,1.12816,1.78106,1.7791,1.18072,1.5859,1.18071,1.74792,1.74357,1.78106,1.78696,1.18072,1.18072,2.15703,1.78696,1.18072,1.90948,1.58785,1.18071,2.15439,1.66871,1.74574,1.58785,1.18302,0.39353,2.17746,0.40009,1.90949,1.17841,2.15704,0.40212,1.67022,0.40009,1.59573,2.21609,1.55121,0.39353,1.67022,2.17476,0.38445,0.38445,1.66744,1.55104,1.12329,1.54876,2.17476,0.30627,2.17475,1.66744,2.17742,1.12329,2.15967,2.18278,0.38445,0.30627,1.12086,1.66744,1.12329,2.16315,2.18278,0.30778,2.17477,1.66744,1.13793,2.22135,2.16315,2.18278,0.02092,1.66744,2.17476,1.13304,1.12817,2.16315,2.18278,0.30948,1.66871,2.17475,2.17476,1.13304,1.13792,2.15967,1.56107,0.08217,1.67075,1.13061,2.15966,2.15966,1.57337,0.0105,1.66744,1.66744,1.12329,2.21871,0.27505,2.17741,0.38035,2.15704,1.89995,2.23164,0.28139,2.17476,0.38035,2.15704,1.89995,0.38226,0.37676,2.17475,0.02301,1.55122,1.55121,0.368,0.37021,0.38445,0.3824,0.40009,1.55122,0.37798,0.01464,0.3824,1.75799,0,2.15704,1.55366,0.39968,1.75799,0.38651,2.17475,0.38446,2.17741,1.55121,1.55122,1.55122,2.23163,0.07006,2.17476,0.2937,0.40009,1.55122,2.15703,2.23164,0.3824,2.17475,0.08752,1.89995,0.37446,1.12086,2.17476,0.06501,1.75799,1.75799,1.75799,2.17475,1.8905,1.55104,1.90471,0.38445,1.55104,1.89285
e1100004666,2.07924,2.13842,1.76725,2.33754,2.07924,2.3202,1.99658,2.14231,2.31995,2.33359,2.3336,0,2.26509,2.33164,2.32967,2.31765,2.13648,2.31764,2.2985,2.29415,2.33164,2.33753,2.31765,2.31765,0,2.33753,2.31765,1.76725,2.13842,2.31764,0.00264,2.21929,2.29631,2.13842,2.31995,2.07268,0.05045,2.07924,1.76725,2.31534,0,2.08127,2.32019,2.07924,2.1463,0.08908,2.20118,2.07268,2.3202,0.04774,2.06361,2.06361,2.21801,2.10161,2.26023,2.19873,0.04775,2.02264,0.04774,2.21801,0.05041,2.26023,0.00264,0.05577,2.06361,2.02264,2.25779,2.21802,2.26023,0.03614,0.05577,2.02416,0.04776,2.21802,2.27486,0.09434,0.03614,0.05577,2.14872,2.21802,0.04774,2.26997,2.2651,0.03614,0.05577,2.02585,2.21929,0.04774,0.04775,2.26998,2.27485,0.00264,2.21104,2.17321,2.22133,2.26754,0.00264,0.00264,2.22334,2.14654,2.21802,2.21801,2.26023,0.0917,1.99142,0.05039,2.0595,0,1.75771,0.10463,1.99776,0.04775,2.0595,0,1.75771,2.06142,2.05591,0.04774,2.13658,2.20119,2.20118,1.98152,1.98373,2.06361,2.06156,2.07924,2.20119,2.05713,2.15067,2.06156,2.30857,2.15704,0,2.20363,2.07883,2.30857,2.06566,0.04774,2.06361,0.0504,2.20118,2.20119,2.20119,0.10462,2.1611,0.04775,2.01007,2.07924,2.20119,0.00001,0.10463,2.06156,0.04774,2.14787,1.75771,1.98798,2.25779,0.04775,2.15605,2.30857,2.30857,2.30857,0.04774,1.74826,2.10161,1.76248,2.06361,2.10161,1.75061
e1100004667,1.47587,1.63444,1.95608,1.83357,1.47587,0.12147,1.3932,1.63834,1.71658,1.82961,1.82962,2.20363,1.66172,1.82766,1.8257,1.71427,1.6325,1.71427,1.79452,1.79017,1.82766,1.83355,1.71427,1.71427,2.20363,1.83356,1.71427,1.95608,1.63444,1.71427,2.20099,1.71531,1.79234,1.63444,1.71658,1.46931,2.22406,1.47587,1.95608,1.71196,2.20363,1.4779,0.12147,1.47587,1.64232,2.26268,0.00245,1.46931,0.12147,2.22135,1.46023,1.46023,1.71404,1.59764,1.65685,0.0049,2.22136,1.41927,2.22135,1.71404,2.22402,1.65685,2.20626,2.22938,1.46023,1.41927,1.65442,1.71404,1.65685,2.20975,2.22938,1.42078,2.22137,1.71404,1.67149,2.26794,2.20975,2.22938,1.54535,1.71404,2.22135,1.66659,1.66173,2.20975,2.22938,1.42248,1.71531,2.22135,2.22136,1.6666,1.67147,2.20626,0.01721,1.56983,1.71735,1.66417,2.20626,2.20626,0.02951,1.54316,1.71404,1.71404,1.65685,2.26531,1.38805,2.224,1.45613,2.20363,1.94654,2.27823,1.39439,2.22136,1.45613,2.20363,1.94654,1.45804,1.45254,2.22135,1.53321,0.00246,0.00246,1.37815,1.38036,1.46023,1.45818,1.47587,0.00246,1.45376,1.5473,1.45818,1.80459,1.55366,2.20363,0,1.47546,1.80459,1.46229,2.22135,1.46024,2.22401,0.00246,0.00246,0.00246,2.27823,1.55773,2.22136,1.4067,1.47587,0.00246,2.20363,2.27823,1.45818,2.22135,1.54449,1.94654,1.38461,1.65442,2.22136,1.55268,1.80459,1.80459,1.80459,2.22135,1.9371,1.59764,1.95131,1.46023,1.59763,1.93944
e1100004670,0.01652,1.50964,1.83128,1.70877,0.01652,1.59202,0.30485,1.51353,1.10481,1.70481,1.70482,2.07883,1.04996,1.70286,1.70089,1.10251,1.5077,1.10251,1.66972,1.66537,1.70286,1.70875,1.10251,1.10251,2.07883,1.70875,1.10251,1.83128,1.50964,1.10251,2.07619,1.59051,1.66754,1.50964,1.10481,0.00615,2.09926,0.01652,1.83128,1.1002,2.07883,0.01855,1.59202,0.01652,1.51752,2.13788,1.47301,0.00615,1.59202,2.09655,0.19652,0.19653,1.58923,1.47283,1.04509,1.47056,2.09655,0.26528,2.09654,1.58924,2.09922,1.04509,2.08146,2.10457,0.19653,0.26528,1.04266,1.58924,1.04509,2.08494,2.10457,0.2668,2.09657,1.58924,1.05972,2.14314,2.08494,2.10457,0.39136,1.58924,2.09655,1.05483,1.04996,2.08494,2.10457,0.26849,1.59051,2.09655,2.09656,1.05484,1.05971,2.08146,1.48287,0.41585,1.59255,1.05241,2.08146,2.08146,1.49516,0.38918,1.58924,1.58923,1.04509,2.1405,0.23407,2.0992,0.19242,2.07883,1.82174,2.15343,0.2404,2.09655,0.19242,2.07883,1.82174,0.06423,0.05873,2.09655,0.37922,1.47301,1.47301,0.28979,0.29201,0.19653,0.19447,0.01652,1.47301,0.05995,0.39331,0.19448,1.67979,0.39968,2.07883,1.47546,0,1.67979,0.19858,2.09655,0.19653,2.0992,1.47301,1.47301,1.47301,2.15343,0.40374,2.09655,0.25271,0.01652,1.47301,2.07883,2.15343,0.19448,2.09655,0.39051,1.82174,0.29625,1.04266,2.09656,0.39869,1.67979,1.67979,1.67979,2.09655,1.81229,1.47283,1.82651,0.19653,1.47283,1.81464
e1100004671,1.6802,1.26325,2.06102,0.9238,1.6802,1.92115,1.59753,1.26714,1.92091,0.91984,0.91986,2.30856,1.86605,0.9179,0.91593,1.9186,1.26131,1.9186,0.10752,0.10317,0.91789,0.92379,1.9186,1.9186,2.30856,0.92379,1.9186,2.06101,1.26325,1.9186,2.30592,0.37888,0.10534,1.26325,1.92091,1.67364,2.32899,1.6802,2.06102,1.91629,2.30857,1.68223,1.92115,1.6802,1.27113,2.36762,1.80214,1.67364,1.92115,2.32629,1.66456,1.66456,0.3776,0.9208,1.86118,1.79969,2.32629,1.6236,2.32628,0.37761,2.32895,1.86118,2.3112,2.33431,1.66456,1.6236,1.85875,0.37761,1.86118,2.31468,2.33431,1.62511,2.3263,0.37761,1.87581,2.37288,2.31468,2.33431,1.74967,0.37761,2.32629,1.87092,1.86606,2.31468,2.33431,1.62681,0.37888,2.32628,2.32629,1.87093,1.8758,2.3112,1.812,1.77416,0.38092,1.8685,2.31119,2.31119,1.8243,1.74749,0.37761,0.3776,1.86118,2.37024,1.59238,2.32894,1.66046,2.30857,2.05148,2.38317,1.59871,2.32629,1.66046,2.30857,2.05148,1.66237,1.65687,2.32628,1.73753,1.80214,1.80214,1.58248,1.58469,1.66456,1.66251,1.6802,1.80214,1.65809,1.75163,1.66251,0.00001,1.75799,2.30857,1.80459,1.67979,0,1.66662,2.32628,1.66457,2.32894,1.80214,1.80214,1.80214,2.38316,1.76206,2.32629,1.61103,1.6802,1.80214,2.30856,2.38317,1.66251,2.32628,1.74882,2.05148,1.58894,1.85875,2.32629,1.75701,0,0,0.00001,2.32628,2.04203,0.9208,2.05624,1.66456,0.9208,2.04438
e1100004672,0.19899,1.49647,1.81811,1.6956,0.19899,1.57885,0.29168,1.50037,1.09164,1.69164,1.69165,2.06566,1.03679,1.68969,1.68773,1.08934,1.49453,1.08934,1.65655,1.6522,1.68969,1.69558,1.08934,1.08934,2.06566,1.69558,1.08934,1.81811,1.49647,1.08934,2.06302,1.57734,1.65437,1.49647,1.09164,0.19243,2.08609,0.19899,1.81811,1.08703,2.06566,0.20102,1.57885,0.19899,1.50435,2.12471,1.45984,0.19243,1.57885,2.08338,0.00616,0.00616,1.57606,1.45966,1.03192,1.45739,2.08338,0.25211,2.08338,1.57607,2.08605,1.03192,2.06829,2.0914,0.00616,0.25211,1.02949,1.57607,1.03192,2.07178,2.09141,0.25363,2.0834,1.57607,1.04655,2.12997,2.07178,2.09141,0.37819,1.57607,2.08338,1.04166,1.03679,2.07177,2.09141,0.25532,1.57734,2.08338,2.08339,1.04167,1.04654,2.06829,1.4697,0.40268,1.57938,1.03924,2.06829,2.06829,1.482,0.37601,1.57607,1.57607,1.03192,2.12734,0.2209,2.08603,0.00617,2.06566,1.80857,2.14026,0.22723,2.08338,0.00617,2.06566,1.80857,0.18117,0.17566,2.08338,0.36605,1.45984,1.45984,0.27662,0.27884,0.00616,0.00411,0.19899,1.45984,0.17688,0.38015,0.00411,1.66662,0.38651,2.06566,1.46229,0.19858,1.66662,0,2.08338,0.00616,2.08604,1.45984,1.45984,1.45984,2.14026,0.39057,2.08339,0.23954,0.19899,1.45984,2.06566,2.14026,0.00411,2.08338,0.37734,1.80857,0.28309,1.02949,2.08339,0.38552,1.66662,1.66662,1.66662,2.08338,1.79912,1.45966,1.81334,0.00206,1.45966,1.80147
e1100004673,2.09696,2.15614,1.78496,2.35526,2.09696,2.33791,2.01429,2.16003,2.33767,2.3513,2.35132,0.04774,2.28281,2.34935,2.34739,2.33536,2.15419,2.33536,2.31621,2.31186,2.34935,2.35525,2.33536,2.33536,0.04774,2.35525,2.33536,1.78496,2.15614,2.33536,0.0451,2.237,2.31403,2.15614,2.33767,2.0904,0.00271,2.09696,1.78496,2.33305,0.04774,2.09899,2.33791,2.09696,2.16402,0.10679,2.2189,2.0904,2.33791,0.00001,2.08132,2.08132,2.23573,2.11933,2.27794,2.21645,0.00001,2.04036,0,2.23573,0.00267,2.27794,0.05037,0.02731,2.08132,2.04036,2.27551,2.23573,2.27794,0.03601,0.02731,2.04187,0.00538,2.23573,2.29257,0.11205,0.03601,0.02731,2.16643,2.23573,0.00001,2.28768,2.28282,0.03601,0.02731,2.04357,2.237,0,0.00001,2.28769,2.29256,0.05037,2.22876,2.19092,2.23904,2.28526,0.05037,0.05037,2.24106,2.16425,2.23573,2.23573,2.27794,0.10942,2.00914,0.00266,2.07722,0.04774,1.77543,0.12234,2.01547,0.00001,2.07722,0.04774,1.77542,2.07913,2.07363,0,2.15429,2.2189,2.2189,1.99924,2.00145,2.08132,2.07927,2.09696,2.2189,2.07485,2.16839,2.07927,2.32628,2.17475,0.04774,2.22135,2.09655,2.32628,2.08338,0,2.08133,0.00267,2.2189,2.2189,2.2189,0.12234,2.17882,0.00001,2.02779,2.09696,2.2189,0.04774,0.12234,2.07927,0.00001,2.16558,1.77543,2.0057,2.27551,0.00001,2.17377,2.32628,2.32628,2.32628,0,1.76598,2.11933,1.78019,2.08132,2.11933,1.76833
e1100004674,0.19694,1.49442,1.81606,1.69355,0.19694,1.5768,0.28963,1.49832,1.08959,1.68959,1.6896,2.06361,1.03474,1.68764,1.68568,1.08729,1.49248,1.08729,1.6545,1.65015,1.68764,1.69353,1.08729,1.08729,2.06361,1.69353,1.08729,1.81606,1.49442,1.08729,2.06097,1.57529,1.65232,1.49442,1.08959,0.19038,2.08404,0.19694,1.81606,1.08498,2.06361,0.19897,1.5768,0.19694,1.5023,2.12266,1.45779,0.19038,1.5768,2.08133,0.00411,0.00411,1.57401,1.45761,1.02987,1.45534,2.08133,0.25006,2.08133,1.57402,2.084,1.02987,2.06624,2.08935,0.00411,0.25006,1.02744,1.57402,1.02987,2.06973,2.08936,0.25158,2.08135,1.57402,1.0445,2.12792,2.06973,2.08936,0.37614,1.57402,2.08133,1.03961,1.03474,2.06972,2.08935,0.25327,1.57529,2.08133,2.08134,1.03962,1.04449,2.06624,1.46765,0.40063,1.57733,1.03719,2.06624,2.06624,1.47995,0.37396,1.57402,1.57402,1.02987,2.12528,0.21885,2.08398,0.00412,2.06361,1.80652,2.13821,0.22518,2.08133,0.00412,2.06361,1.80652,0.17911,0.17361,2.08133,0.364,1.45779,1.45779,0.27457,0.27679,0.00411,0.00206,0.19694,1.45779,0.17483,0.3781,0.00206,1.66457,0.38446,2.06361,1.46024,0.19653,1.66457,0.00616,2.08133,0,2.08399,1.45779,1.45779,1.45779,2.13821,0.38852,2.08134,0.23749,0.19694,1.45779,2.06361,2.13821,0.00206,2.08133,0.37529,1.80652,0.28104,1.02744,2.08134,0.38347,1.66457,1.66457,1.66457,2.08133,1.79707,1.45761,1.81129,0.00411,1.45761,1.79942
e1100004676,2.09962,2.15879,1.78762,2.35792,2.09962,2.34057,2.01695,2.16269,2.34032,2.35396,2.35397,0.0504,2.28547,2.35201,2.35005,2.33802,2.15685,2.33802,2.31887,2.31452,2.35201,2.3579,2.33802,2.33802,0.0504,2.35791,2.33802,1.78762,2.15879,2.33802,0.04776,2.23966,2.31669,2.15879,2.34032,2.09306,0.00538,2.09962,1.78762,2.33571,0.0504,2.10165,2.34057,2.09962,2.16668,0.10945,2.22156,2.09306,2.34057,0.00267,2.08398,2.08398,2.23839,2.12199,2.2806,2.21911,0.00267,2.04302,0.00266,2.23839,0.00534,2.2806,0.05303,0.02997,2.08398,2.04302,2.27817,2.23839,2.2806,0.03867,0.02997,2.04453,0.00803,2.23839,2.29523,0.11471,0.03867,0.02997,2.16909,2.23839,0.00267,2.29034,2.28547,0.03866,0.02997,2.04623,2.23966,0.00267,0.00268,2.29035,2.29522,0.05303,2.23142,2.19358,2.2417,2.28792,0.05303,0.05303,2.24372,2.16691,2.23839,2.23839,2.2806,0.11207,2.0118,0.00532,2.07987,0.0504,1.77808,0.125,2.01813,0.00267,2.07987,0.0504,1.77808,2.08179,2.07629,0.00267,2.15695,2.22156,2.22156,2.0019,2.00411,2.08398,2.08193,2.09962,2.22156,2.0775,2.17105,2.08193,2.32894,2.17741,0.0504,2.22401,2.0992,2.32894,2.08604,0.00267,2.08399,0,2.22156,2.22156,2.22156,0.125,2.18147,0.00267,2.03045,2.09962,2.22156,0.05039,0.125,2.08193,0.00267,2.16824,1.77808,2.00836,2.27817,0.00268,2.17642,2.32894,2.32894,2.32894,0.00267,1.76863,2.12199,1.78285,2.08398,2.12199,1.77098
e1100004677,1.47342,1.632,1.95364,1.83112,1.47342,0.11902,1.39076,1.63589,1.71413,1.82716,1.82718,2.20118,1.65927,1.82521,1.82325,1.71183,1.63005,1.71182,1.79207,1.78772,1.82521,1.83111,1.71182,1.71183,2.20118,1.83111,1.71183,1.95363,1.632,1.71182,2.19854,1.71286,1.78989,1.63199,1.71413,1.46686,2.22161,1.47342,1.95364,1.70952,2.20119,1.47545,0.11902,1.47342,1.63988,2.26023,0,1.46686,0.11902,2.21891,1.45778,1.45779,1.71159,1.59519,1.6544,0.00245,2.21891,1.41682,2.2189,1.71159,2.22157,1.6544,2.20382,2.22693,1.45779,1.41682,1.65197,1.71159,1.6544,2.2073,2.22693,1.41834,2.21892,1.71159,1.66904,2.2655,2.2073,2.22693,1.5429,1.71159,2.2189,1.66415,1.65928,2.2073,2.22693,1.42003,1.71286,2.2189,2.21891,1.66415,1.66903,2.20382,0.01477,1.56738,1.7149,1.66172,2.20381,2.20381,0.02706,1.54071,1.71159,1.71159,1.6544,2.26286,1.3856,2.22156,1.45368,2.20119,1.9441,2.27579,1.39194,2.21891,1.45368,2.20119,1.9441,1.45559,1.45009,2.2189,1.53076,0,0,1.3757,1.37791,1.45779,1.45574,1.47342,0.00001,1.45131,1.54485,1.45574,1.80214,1.55121,2.20118,0.00246,1.47301,1.80214,1.45984,2.2189,1.45779,2.22156,0,0.00001,0,2.27578,1.55528,2.21891,1.40425,1.47342,0,2.20118,2.27579,1.45574,2.2189,1.54204,1.9441,1.38216,1.65197,2.21891,1.55023,1.80214,1.80214,1.80214,2.2189,1.93465,1.59519,1.94886,1.45779,1.59519,1.937
e1100004678,1.47342,1.632,1.95364,1.83112,1.47342,0.11902,1.39076,1.63589,1.71413,1.82716,1.82718,2.20119,1.65928,1.82521,1.82325,1.71183,1.63005,1.71183,1.79207,1.78772,1.82521,1.83111,1.71183,1.71183,2.20119,1.83111,1.71183,1.95364,1.632,1.71183,2.19855,1.71286,1.78989,1.632,1.71413,1.46687,2.22162,1.47343,1.95364,1.70952,2.20119,1.47546,0.11902,1.47343,1.63988,2.26024,0.00001,1.46687,0.11902,2.21891,1.45779,1.45779,1.71159,1.59519,1.65441,0.00246,2.21891,1.41682,2.2189,1.71159,2.22158,1.65441,2.20382,2.22693,1.45779,1.41682,1.65198,1.7116,1.65441,2.2073,2.22693,1.41834,2.21892,1.71159,1.66904,2.2655,2.2073,2.22693,1.5429,1.7116,2.21891,1.66415,1.65928,2.2073,2.22693,1.42003,1.71286,2.21891,2.21891,1.66416,1.66903,2.20382,0.01477,1.56739,1.7149,1.66173,2.20382,2.20382,0.02707,1.54072,1.71159,1.71159,1.65441,2.26286,1.38561,2.22156,1.45368,2.20119,1.9441,2.27579,1.39194,2.21891,1.45368,2.20119,1.9441,1.4556,1.4501,2.2189,1.53076,0.00001,0.00001,1.3757,1.37792,1.45779,1.45574,1.47342,0,1.45131,1.54485,1.45574,1.80215,1.55122,2.20119,0.00246,1.47301,1.80214,1.45984,2.2189,1.45779,2.22156,0.00001,0,0,2.27579,1.55528,2.21891,1.40425,1.47342,0.00001,2.20118,2.27579,1.45574,2.21891,1.54205,1.9441,1.38216,1.65198,2.21891,1.55023,1.80214,1.80214,1.80215,2.2189,1.93465,1.59519,1.94887,1.45779,1.59519,1.937
e1100004679,1.47342,1.632,1.95364,1.83112,1.47342,0.11902,1.39076,1.63589,1.71413,1.82716,1.82718,2.20118,1.65927,1.82521,1.82325,1.71183,1.63005,1.71183,1.79207,1.78772,1.82521,1.83111,1.71183,1.71183,2.20119,1.83111,1.71183,1.95364,1.632,1.71182,2.19855,1.71286,1.78989,1.632,1.71413,1.46686,2.22161,1.47342,1.95364,1.70952,2.20119,1.47546,0.11902,1.47342,1.63988,2.26024,0.00001,1.46686,0.11902,2.21891,1.45779,1.45779,1.71159,1.59519,1.65441,0.00246,2.21891,1.41682,2.2189,1.71159,2.22157,1.65441,2.20382,2.22693,1.45779,1.41682,1.65197,1.71159,1.65441,2.2073,2.22693,1.41834,2.21892,1.71159,1.66904,2.2655,2.2073,2.22693,1.5429,1.71159,2.21891,1.66415,1.65928,2.2073,2.22693,1.42003,1.71286,2.2189,2.21891,1.66416,1.66903,2.20382,0.01477,1.56739,1.7149,1.66173,2.20382,2.20382,0.02707,1.54072,1.71159,1.71159,1.65441,2.26286,1.38561,2.22156,1.45368,2.20119,1.9441,2.27579,1.39194,2.21891,1.45368,2.20119,1.9441,1.4556,1.45009,2.2189,1.53076,0,0.00001,1.3757,1.37791,1.45779,1.45574,1.47342,0,1.45131,1.54485,1.45574,1.80214,1.55122,2.20119,0.00246,1.47301,1.80214,1.45984,2.2189,1.45779,2.22156,0,0,0,2.27579,1.55528,2.21891,1.40425,1.47342,0,2.20118,2.27579,1.45574,2.21891,1.54205,1.9441,1.38216,1.65197,2.21891,1.55023,1.80214,1.80214,1.80214,2.2189,1.93465,1.59519,1.94887,1.45779,1.59519,1.937
